generation;individual;train_accuracy;test_accuracy
0;0;0.10835;0.1072
0;1;0.12508333333333332;0.1303
0;2;0.11498333333333334;0.1157
0;3;0.0319;0.0346
0;4;0.09641666666666666;0.0989
0;5;0.14275;0.1341
0;6;0.09453333333333333;0.0914
0;7;0.12515;0.1203
0;8;0.07446666666666667;0.0728
0;9;0.11233333333333333;0.1135
0;10;0.11236666666666667;0.1135
0;11;0.09706666666666666;0.0983
0;12;0.04703333333333334;0.0453
0;13;0.09863333333333334;0.0958
0;14;0.14495;0.1435
0;15;0.11236666666666667;0.1135
0;16;0.09056666666666667;0.0922
0;17;0.0993;0.1032
0;18;0.09751666666666667;0.0948
0;19;0.08585;0.0823
0;20;0.1334;0.1349
0;21;0.10218333333333333;0.101
0;22;0.09988333333333334;0.1043
0;23;0.0993;0.1032
0;24;0.0993;0.1032
0;25;0.0981;0.0977
0;26;0.10441666666666667;0.1028
0;27;0.16673333333333334;0.1668
0;28;0.11105;0.1157
0;29;0.09848333333333334;0.1021
0;30;0.0956;0.0974
0;31;0.010283333333333334;0.0106
0;32;0.10171666666666666;0.1009
0;33;0.07095;0.0748
0;34;0.015666666666666666;0.0129
0;35;0.05425;0.0516
0;36;0.12416666666666666;0.1219
0;37;0.0587;0.0637
0;38;0.1201;0.1185
0;39;0.09061666666666666;0.0881
0;40;0.16185;0.1641
0;41;0.09581666666666666;0.0961
0;42;0.09863333333333334;0.0958
0;43;0.20695;0.2091
0;44;0.09871666666666666;0.098
0;45;0.18108333333333335;0.1791
0;46;0.11236666666666667;0.1135
0;47;0.1354;0.135
0;48;0.09421666666666667;0.0904
0;49;0.09738333333333334;0.0986
0;50;0.08035;0.0857
0;51;0.09656666666666666;0.0963
0;52;0.09625;0.0923
0;53;0.013533333333333333;0.0151
0;54;0.09611666666666667;0.0931
0;55;0.06803333333333333;0.0684
0;56;0.10293333333333334;0.1026
0;57;0.19086666666666666;0.1862
0;58;0.09848333333333334;0.1021
0;59;0.11236666666666667;0.1135
0;60;0.10441666666666667;0.1028
0;61;0.09736666666666667;0.0982
0;62;0.09871666666666666;0.098
0;63;0.14358333333333334;0.139
0;64;0.09651666666666667;0.0928
0;65;0.09911666666666667;0.1032
0;66;0.0993;0.1032
0;67;0.097;0.0972
0;68;0.19691666666666666;0.1966
0;69;0.1082;0.1076
0;70;0.09045;0.0884
0;71;0.09035;0.0892
0;72;0.06388333333333333;0.0622
0;73;0.09915;0.1009
0;74;0.03203333333333333;0.0303
0;75;0.16135;0.163
0;76;0.11235;0.1135
0;77;0.17713333333333334;0.1815
0;78;0.09753333333333333;0.0985
0;79;0.10441666666666667;0.1028
0;80;0.09153333333333333;0.0958
0;81;0.09746666666666666;0.0999
0;82;0.15071666666666667;0.1514
0;83;0.17838333333333334;0.1778
0;84;0.09915;0.101
0;85;0.0961;0.0882
0;86;0.09751666666666667;0.0973
0;87;0.12853333333333333;0.1324
0;88;0.09535;0.0932
0;89;0.2343;0.2282
0;90;0.09898333333333334;0.098
0;91;0.10218333333333333;0.101
0;92;0.13575;0.1362
0;93;0.08341666666666667;0.0817
0;94;0.03515;0.0305
0;95;0.09915;0.1009
0;96;0.2051;0.2048
0;97;0.09915;0.1009
0;98;0.1885;0.1896
0;99;0.10218333333333333;0.101
0;100;0.0209;0.0218
0;101;0.2052;0.207
0;102;0.017966666666666666;0.0212
0;103;0.08953333333333334;0.0886
0;104;0.014533333333333334;0.0137
0;105;0.10231666666666667;0.101
0;106;0.10441666666666667;0.1028
0;107;0.01085;0.0118
0;108;0.09908333333333333;0.1006
0;109;0.09908333333333333;0.0964
0;110;0.08695;0.0874
0;111;0.008433333333333333;0.009
0;112;0.19925;0.1981
0;113;0.10321666666666666;0.1057
0;114;0.008533333333333334;0.0085
0;115;0.14921666666666666;0.1449
0;116;0.09863333333333334;0.0958
0;117;0.09911666666666667;0.1005
0;118;0.1014;0.1
0;119;0.05831666666666667;0.0598
0;120;0.09833333333333333;0.1028
0;121;0.09863333333333334;0.0958
0;122;0.10513333333333333;0.1045
0;123;0.09785;0.0985
0;124;0.15911666666666666;0.1645
0;125;0.09053333333333333;0.0892
0;126;0.09871666666666666;0.098
0;127;0.10951666666666666;0.1083
0;128;0.09043333333333334;0.0894
0;129;0.11238333333333334;0.1135
0;130;0.06343333333333333;0.06
0;131;0.10523333333333333;0.1031
0;132;0.09478333333333333;0.0937
0;133;0.10468333333333334;0.1042
0;134;0.10441666666666667;0.1028
0;135;0.19291666666666665;0.1925
0;136;0.09983333333333333;0.1006
0;137;0.04058333333333333;0.0371
0;138;0.13263333333333333;0.1262
0;139;0.09171666666666667;0.0943
0;140;0.10441666666666667;0.1028
0;141;0.12363333333333333;0.1266
0;142;0.09705;0.0956
0;143;0.048966666666666665;0.0506
0;144;0.09678333333333333;0.1011
0;145;0.10441666666666667;0.1028
0;146;0.1142;0.1149
0;147;0.21615;0.21
0;148;0.06075;0.0603
0;149;0.16735;0.1725
0;150;0.09631666666666666;0.0978
0;151;0.10228333333333334;0.101
0;152;0.09386666666666667;0.0953
0;153;0.10441666666666667;0.1028
0;154;0.11236666666666667;0.1135
0;155;0.0991;0.0994
0;156;0.0917;0.0949
0;157;0.18228333333333332;0.1816
0;158;0.12065;0.1162
0;159;0.09863333333333334;0.0958
0;160;0.0987;0.098
0;161;0.005483333333333333;0.0064
0;162;0.09911666666666667;0.1032
0;163;0.10081666666666667;0.0999
0;164;0.08015;0.0791
0;165;0.11241666666666666;0.1137
0;166;0.09863333333333334;0.0958
0;167;0.0936;0.092
0;168;0.09266666666666666;0.0911
0;169;0.16571666666666668;0.1642
0;170;0.10443333333333334;0.1028
0;171;0.11236666666666667;0.1135
0;172;0.10003333333333334;0.0987
0;173;0.15141666666666667;0.1508
0;174;0.09553333333333333;0.0961
0;175;0.0263;0.0241
0;176;0.11236666666666667;0.1135
0;177;0.10441666666666667;0.1028
0;178;0.1052;0.1033
0;179;0.22935;0.2346
