generation;individual;train_accuracy;test_accuracy
0;0;0.8860333333333333;0.8876
0;1;0.8936833333333334;0.8964
0;2;0.8752;0.8762
0;3;0.8818;0.8851
0;4;0.8752166666666666;0.8763
0;5;0.8938166666666667;0.8953
0;6;0.8915333333333333;0.8923
0;7;0.8788833333333333;0.885
0;8;0.8889333333333334;0.8933
0;9;0.8894666666666666;0.8957
0;10;0.8887166666666667;0.8906
0;11;0.8493166666666667;0.8481
0;12;0.8476666666666667;0.8481
0;13;0.8911333333333333;0.8924
0;14;0.89235;0.8951
0;15;0.8862;0.8849
0;16;0.8880833333333333;0.8941
0;17;0.8801333333333333;0.8829
0;18;0.8814333333333333;0.8873
0;19;0.8815;0.8833
0;20;0.8905666666666666;0.8849
0;21;0.8772;0.8828
0;22;0.8841666666666667;0.8836
0;23;0.8850833333333333;0.8836
0;24;0.8743166666666666;0.8755
0;25;0.8851666666666667;0.8842
0;26;0.8758166666666667;0.8837
0;27;0.8698166666666667;0.8699
0;28;0.8947;0.8952
0;29;0.87845;0.8833
0;30;0.8822833333333333;0.8834
0;31;0.8952166666666667;0.8957
0;32;0.8929166666666667;0.895
0;33;0.8880833333333333;0.8883
0;34;0.87795;0.883
0;35;0.89465;0.8973
0;36;0.89285;0.8934
0;37;0.8899833333333333;0.8882
0;38;0.8833333333333333;0.8837
0;39;0.88895;0.8921
0;40;0.8953666666666666;0.8994
0;41;0.8913333333333333;0.8878
0;42;0.8991833333333333;0.8989
0;43;0.8833;0.8872
0;44;0.8871833333333333;0.8846
0;45;0.8743;0.8767
0;46;0.89275;0.8969
0;47;0.8715833333333334;0.8741
0;48;0.8870666666666667;0.8937
0;49;0.89695;0.9014
0;50;0.8929666666666667;0.8975
0;51;0.8922;0.8925
0;52;0.8896333333333334;0.8882
0;53;0.8968833333333334;0.8971
0;54;0.86805;0.8737
0;55;0.8825333333333333;0.8817
0;56;0.8917;0.8916
0;57;0.8846166666666667;0.8837
0;58;0.8833333333333333;0.8847
0;59;0.8876333333333334;0.891
0;60;0.8808833333333334;0.8859
0;61;0.8762;0.8795
0;62;0.8804833333333333;0.8819
0;63;0.8799833333333333;0.8788
0;64;0.8948833333333334;0.8972
0;65;0.8897833333333334;0.8885
0;66;0.8875166666666666;0.8876
0;67;0.8694833333333334;0.8705
0;68;0.8943166666666666;0.896
0;69;0.8963333333333333;0.8991
0;70;0.8817166666666667;0.888
0;71;0.8898;0.8935
0;72;0.8845833333333334;0.8809
0;73;0.88645;0.8836
0;74;0.8788333333333334;0.8816
0;75;0.8894333333333333;0.8894
0;76;0.8857833333333334;0.8863
0;77;0.882;0.8856
0;78;0.8872;0.889
0;79;0.8948;0.894
0;80;0.87905;0.8773
0;81;0.8785333333333334;0.88
0;82;0.88975;0.8925
0;83;0.9050833333333334;0.9026
0;84;0.8946;0.8953
0;85;0.8930166666666667;0.8946
0;86;0.8809833333333333;0.8868
0;87;0.885;0.8867
0;88;0.88065;0.8816
0;89;0.8853;0.8886
0;90;0.8849333333333333;0.886
0;91;0.87115;0.8696
0;92;0.8903;0.8904
0;93;0.8900333333333333;0.8933
0;94;0.8798833333333334;0.8793
0;95;0.8895333333333333;0.8917
0;96;0.89125;0.8936
0;97;0.8889166666666667;0.8905
0;98;0.8783333333333333;0.8751
0;99;0.8945666666666666;0.896
0;100;0.8905833333333333;0.8916
0;101;0.8987833333333334;0.8994
0;102;0.8721166666666667;0.8733
0;103;0.8856;0.8926
0;104;0.8893833333333333;0.8934
0;105;0.8721166666666667;0.8731
0;106;0.8699;0.8718
0;107;0.8758;0.8729
0;108;0.88915;0.8914
0;109;0.87685;0.8764
0;110;0.89375;0.8932
0;111;0.89545;0.8943
0;112;0.8932166666666667;0.8913
0;113;0.89675;0.8986
0;114;0.8819833333333333;0.8839
0;115;0.9006666666666666;0.8993
0;116;0.89925;0.8988
0;117;0.8639833333333333;0.8629
0;118;0.8799333333333333;0.8818
0;119;0.8992666666666667;0.8999
0;120;0.8891;0.8878
0;121;0.8843833333333333;0.885
0;122;0.8772833333333333;0.8818
0;123;0.8978166666666667;0.9001
0;124;0.8918666666666667;0.8927
0;125;0.90155;0.9007
0;126;0.89165;0.8908
0;127;0.8602;0.8636
0;128;0.8736833333333334;0.8772
0;129;0.8880666666666667;0.8876
0;130;0.89255;0.8982
0;131;0.8682333333333333;0.8708
0;132;0.8894833333333333;0.8929
0;133;0.8843833333333333;0.8867
0;134;0.8883833333333333;0.8905
0;135;0.8762666666666666;0.8794
0;136;0.8840666666666667;0.8874
0;137;0.8796666666666667;0.8827
0;138;0.8605833333333334;0.8628
0;139;0.8757666666666667;0.8771
0;140;0.8812166666666666;0.8817
0;141;0.8934833333333333;0.8995
0;142;0.8705;0.8667
0;143;0.8871666666666667;0.891
0;144;0.8907;0.8907
0;145;0.8881;0.8916
0;146;0.8511666666666666;0.8523
0;147;0.8915833333333333;0.8925
0;148;0.8904333333333333;0.8901
0;149;0.8979333333333334;0.8975
0;150;0.8916;0.8967
0;151;0.8795166666666666;0.8812
0;152;0.8857833333333334;0.8888
0;153;0.8866833333333334;0.8907
0;154;0.8872333333333333;0.8846
0;155;0.8798666666666667;0.8884
0;156;0.8710833333333333;0.867
0;157;0.8842166666666667;0.8844
0;158;0.8975;0.8924
0;159;0.84825;0.8488
